-5.999999999999999778e-02,-2.246965052916144109e-02
-5.600000000000000117e-02,-3.372684314274929096e-02
-5.200000000000000455e-02,-5.400373706631132753e-02
-4.800000000000000100e-02,-5.495629063049684709e-02
-4.399999999999999745e-02,-4.297144140602061207e-02
-4.000000000000000083e-02,-1.372860841314012606e-02
-3.600000000000000422e-02,-1.209358634223654501e-03
-3.200000000000000067e-02,-1.497066861608225934e-02
-2.800000000000000058e-02,-8.758376298271255966e-02
-2.400000000000000050e-02,-1.958529720267958019e-01
-2.000000000000000042e-02,-3.050698919705027712e-01
-1.600000000000000033e-02,-3.028337055375258102e-01
-1.200000000000000025e-02,-1.219745565829140899e-01
-8.000000000000000167e-03,2.637608792876096064e-01
-4.000000000000000083e-03,6.940319266622038130e-01
0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000083e-03,6.940319266622038130e-01
8.000000000000000167e-03,2.637608792876096064e-01
1.200000000000000025e-02,-1.219745565829140899e-01
1.600000000000000033e-02,-3.028337055375258102e-01
2.000000000000000042e-02,-3.050698919705027712e-01
2.400000000000000050e-02,-1.958529720267958019e-01
2.800000000000000058e-02,-8.758376298271255966e-02
3.200000000000000067e-02,-1.497066861608225934e-02
3.600000000000000422e-02,-1.209358634223654501e-03
4.000000000000000083e-02,-1.372860841314012606e-02
4.399999999999999745e-02,-4.297144140602061207e-02
4.800000000000000100e-02,-5.495629063049684709e-02
5.200000000000000455e-02,-5.400373706631132753e-02
5.600000000000000117e-02,-3.372684314274929096e-02
5.999999999999999778e-02,-2.246965052916144109e-02
